"fact_review_id","bank_id","branch_id","location_id","sentiment_id","review_text","relative_topic","topic_meaning","rating","review_date","language","bank_name","branch_name","location","sentiment_label"
"1263","1","50","30","1","le problème ne vient pas des employés mais de ceux qui les ont embauchés je ne reviendrai pas",0,"Qualité du service et relation client",1,"2025-05-06 00:00:00","fr","CIH Bank","CIH Bd Oued Edaoura Angle Bd Haj Fateh Et Rue3,oulfa Extention, Casablanca 20000 ","Bd Oued Edaoura Angle Bd Haj Fateh Et Rue3,oulfa Extention, Casablanca 20000 ","Negative"
"1264","6","65","107","1","la pire banque du siècle  personne ne répond  carte cb hs  mauvais service  numéro sur le site erroné   ils font quoi vos agent    nasbine lgamila  je regrette fort d être un de vos clients  vois êtes plus que mauvais",0,"Qualité du service et relation client",1,"2022-05-11 00:00:00","fr","Banque Marocaine pour le Commerce et l'Industrie (BMCI)","BMCI Angle rue 9 et Av. Mohamed V, Kénitra 14000 ","Angle rue 9 et Av. Mohamed V, Kénitra 14000 ","Negative"
"1355","1","50","30","1","agents trop lourds",1,"Autre sujet bancaire",1,"2021-05-27 00:00:00","en","CIH Bank","CIH Bd Oued Edaoura Angle Bd Haj Fateh Et Rue3,oulfa Extention, Casablanca 20000 ","Bd Oued Edaoura Angle Bd Haj Fateh Et Rue3,oulfa Extention, Casablanca 20000 ","Negative"
"1356","1","88","103","1","très mauvais service",0,"Qualité du service et relation client",1,"2021-05-27 00:00:00","fr","CIH Bank","CIH Bank Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000 ","Boulevard Al Qods Lot 152, Prefecture, Casablanca 20000 ","Negative"
"1265","1","110","64","1","très mauvaise expérience avec cette agence cih la directrice et son assistante manquent totalement de professionnalisme et de respect envers les clients cela fait un mois et demi que jattends ma nouvelle carte et à chaque fois quon me donne des informations elles sont floues ou inexistantes aujourdhui on ma simplement dit que si je nétais pas contente je pouvais aller ouvrir un compte ailleurs  ce manque de sérieux et de considération pour les clients est inacceptable0000100",0,"Qualité du service et relation client",1,"2025-02-27 00:00:00","fr","CIH Bank","CIH Rue Ourika Hay Nahda Lot N°469, Rabat 10000 ","Rue Ourika Hay Nahda Lot N°469, Rabat 10000 ","Negative"
"1266","1","46","20","1","cette agence ne respecte jamais lhoraire de travail pratiqué dans toutes les agences cih
ils se permettent de fermer carrément lagence pendant 2 heures pour déjeuner",0,"Qualité du service et relation client",1,"2021-05-27 00:00:00","fr","CIH Bank","CIH Bank Projet Al Kora, Avenue Moustapha Assayeh, P1, Rabat 10000 ","Projet Al Kora, Avenue Moustapha Assayeh, P1, Rabat 10000 ","Negative"
"1267","1","127","63","2","très bon service relativement à dautres banques le personnel est souvent souriant le chef dagence est une personne très dynamique et serviable personnellement jai été positivement surpris à plusieurs occasions quant à la rapidité du service
les serveurs cih semblent certes surchargés avec une connexion riduculement lente mais cette agence fait tout pour satisfaire ses clients malgré les circonstances
une étoile de moins pour le manque de professionnalisme de certains employés",0,"Qualité du service et relation client",4,"2023-05-27 00:00:00","fr","CIH Bank","CIH Avenue Tarik Ibn Ziad Projet Mers El Kheir, Témara 12000 ","Avenue Tarik Ibn Ziad Projet Mers El Kheir, Témara 12000 ","Positive"
"1268","1","38","124","1","la personne responsable de louverture de comptes bancaires de qualité inférieure",0,"Qualité du service et relation client",1,"2020-05-21 00:00:00","fr","CIH Bank","CIH Bank 796H+4X4, Kenitra ","796H+4X4, Kenitra ","Negative"
"1269","1","113","53","1","la plus mauvaise banque de la planète",3,"Frais bancaires et gestion des comptes",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH 150 Av. Abdelkrim Al Khattabi, Rabat 10000 ","150 Av. Abdelkrim Al Khattabi, Rabat 10000 ","Negative"
"1270","1","117","24","1","cela fait deux ans ou plus que je nai plus accès à mon compte jhabite à létranger et jai dû changer de numéro de téléphone ils mont demandé des papiers administratifs puis mont ghosté

jappelle toujours mais personne ne répond jai dépensé beaucoup dargent en appels que je pourrais utiliser pour acheter un billet davion et me rendre à lagence je veux dire mec 5 mois dattente pour changer de numéro de téléphone et toujours aucun résultat  jen ai fini avec cette banque",3,"Frais bancaires et gestion des comptes",1,"2024-06-27 00:00:00","fr","CIH Bank","CIH Bank 6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000 ","6 Bd el Qods, Resi.ibn Yassine, Casablanca 20000 ","Negative"
"1271","1","127","63","2","bonjour
cih bank vous remercie davoir partagé votre avis
au plaisir de vous accueillir une nouvelle fois en agence",0,"Qualité du service et relation client",5,"2024-09-27 00:00:00","fr","CIH Bank","CIH Avenue Tarik Ibn Ziad Projet Mers El Kheir, Témara 12000 ","Avenue Tarik Ibn Ziad Projet Mers El Kheir, Témara 12000 ","Positive"
"1272","1","99","12","1","tfooooo le bghiti temred mchi l avait agence complx el bachir ii lot 3 routekenitra vente",0,"Qualité du service et relation client",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH BANK Av. Mohamed V, Salé ","Av. Mohamed V, Salé ","Negative"
"1273","1","127","63","1","bonjour
nous nous excusons de ne pas avoir pu répondre à vos attentes veuillez nous contacter au 4747 ou à ladresse reclamationsclientscihbankma nous ferons de notre mieux pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Avenue Tarik Ibn Ziad Projet Mers El Kheir, Témara 12000 ","Avenue Tarik Ibn Ziad Projet Mers El Kheir, Témara 12000 ","Negative"
"1274","7","78","121","2","je suis passée par 3 banques de la place ça fait des années que je suis cliente de lagence messaoudi sur bd zerktouni je suis très satisfaite de cette banque réactivité de traitement personnel qualifié et tarifs très compétitifs jai pas besoin de me déplacer car lapplication mobile est super simple à utiliser et le plus important cest laccompagnement",1,"Autre sujet bancaire",5,"2020-05-21 00:00:00","fr","Banque Centrale Populaire (BCP)","Banque Centrale Populaire 101 Bd Mohammed Zerktouni, Casablanca 20250 ","101 Bd Mohammed Zerktouni, Casablanca 20250 ","Positive"
"1275","1","12","66","2","la banque est grande avec un seul employé",1,"Autre sujet bancaire",5,"2020-05-27 00:00:00","fr","CIH Bank","CIH Bank Route Agadir Essaouira Oper.bab Marrakeche Magasin 27, Marrakech 40000 ","Route Agadir Essaouira Oper.bab Marrakeche Magasin 27, Marrakech 40000 ","Positive"
"1276","1","119","90","1","un samedi avec le système en panne leurs portes étaient ouvertes",3,"Frais bancaires et gestion des comptes",5,"2019-05-27 00:00:00","fr","CIH Bank","CIH Bank, Agence Place du Marché, Casablanca. Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000 ","Ang.ballon Alsace Et Bourbonnais، Rue El Kadi Iass, Casablanca 20000 ","Negative"
"1277","1","69","123","1","la vitre automatique est toujours cassée",3,"Frais bancaires et gestion des comptes",1,"2025-02-27 00:00:00","fr","CIH Bank","CIH Bank Boulevard Omar Al Khiam, Boulevard Atlas, Casablanca 20000 ","Boulevard Omar Al Khiam, Boulevard Atlas, Casablanca 20000 ","Negative"
"1278","1","120","105","1","je suis déçu du traitement du personnel je ne le recommande pas",0,"Qualité du service et relation client",1,"2024-06-27 00:00:00","fr","CIH Bank","CIH X4PF+GFR, Av. Al Massira, Rabat ","X4PF+GFR, Av. Al Massira, Rabat ","Negative"
"1279","1","101","33","1","service médiocre pas du tout professionnel agence à éviter",0,"Qualité du service et relation client",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank, Agence Dakhla, Mohammedia. 59 Bd de Sebta, Mohammédia 28800 ","59 Bd de Sebta, Mohammédia 28800 ","Negative"
"1280","7","78","121","2","la banque centrale populaire son siège principal se trouve à lintersection de la rue hassan ii de la rue zarqtouni et de la rue abdel moumen en face du siège principal de la bank of africa et de la stationservice winxo à proximité de la station de tramway hassan ii et également à proximité de linstitut français dans le quartier maarif dans lagglomération de casablanca",1,"Autre sujet bancaire",3,"2023-05-11 00:00:00","fr","Banque Centrale Populaire (BCP)","Banque Centrale Populaire 101 Bd Mohammed Zerktouni, Casablanca 20250 ","101 Bd Mohammed Zerktouni, Casablanca 20250 ","Positive"
"1281","1","34","59","1","cest nul  service incompétent khususan moulat la caisse",0,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Al Izdihar Marrakech ","Marrakech ","Negative"
"1282","1","45","15","1","akfs agnès cih sur terre
je ne vous conseille pas douvrir un compte avec",0,"Qualité du service et relation client",1,"2024-11-27 00:00:00","fr","CIH Bank","CIH Bank P3011 Route 109 Residence Soltane Magazin, Bouskoura 27182 ","P3011 Route 109 Residence Soltane Magazin, Bouskoura 27182 ","Negative"
"1283","1","64","51","1","service à la clientèle nul",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Bab Agnaou Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000 ","Kissaria.Zrikem, Pass. Prince Moulay Rachid, Marrakech 40000 ","Negative"
"1284","1","127","63","2","accueillir
merci davoir partagé votre avis
nous serons heureux de vous accueillir dans nos agences",0,"Qualité du service et relation client",5,"2024-09-27 00:00:00","fr","CIH Bank","CIH Avenue Tarik Ibn Ziad Projet Mers El Kheir, Témara 12000 ","Avenue Tarik Ibn Ziad Projet Mers El Kheir, Témara 12000 ","Positive"
"1285","1","51","67","1","mauvaise expérience",0,"Qualité du service et relation client",1,"2021-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Kenitra Avenue Mohamed V Immeuble Hraga, Kénitra 14010 ","Avenue Mohamed V Immeuble Hraga, Kénitra 14010 ","Negative"
"1286","13","92","22","2","bonjour je tiens à remercier monsieur bouhadi soufiane et son équipe qui ont montré encore une fois et avec grâce que banque essafa est digne de la confiance et de  lestime de ses clients leur travail acharné leur dévouement et  leur  engagement garantissant une expérience gracieuse et unique  merci de donner le meilleur de vousmême et de vous surpasser chaque jour",1,"Autre sujet bancaire",5,"2024-10-21 00:00:00","fr","Bank As-Safa","Bank Assafa Agadir - Rue de Marrakech Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Positive"
"1287","1","18","127","2","des trucs sympas",0,"Qualité du service et relation client",5,"2017-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Mly Abdellah 25-26, Bd Prince Moulay Abdellah, Marrakech 40000 ","25-26, Bd Prince Moulay Abdellah, Marrakech 40000 ","Positive"
"1288","12","71","111","1","service client est nulle  a chaque foix jappelle mon agence  je ne trouve aucune réponse",4,"Qualité du service et relation client",1,"2024-08-21 00:00:00","fr","Bank Al Yousr","Bank Al Yousr - Agence Allal Al Fassi J2R2+83J, Bd Allal Al Fassi, Marrakech 40000 ","J2R2+83J, Bd Allal Al Fassi, Marrakech 40000 ","Negative"
"1289","1","38","124","1","service trop lent",0,"Qualité du service et relation client",1,"2023-05-21 00:00:00","en","CIH Bank","CIH Bank 796H+4X4, Kenitra ","796H+4X4, Kenitra ","Negative"
"1290","1","120","105","2","une de mes sœurs est une servante complète cest toujours une femme têtue une femme damour et qui lui est chère conseil de ma part à un ennemi de cet ennemi",3,"Frais bancaires et gestion des comptes",1,"2021-05-27 00:00:00","fr","CIH Bank","CIH X4PF+GFR, Av. Al Massira, Rabat ","X4PF+GFR, Av. Al Massira, Rabat ","Positive"
"1357","1","113","53","2","bonjour
cih bank vous remercie davoir partagé votre retour au plaisir de vous accueillir à nouveau dans notre succursale",0,"Qualité du service et relation client",5,"2024-05-27 00:00:00","fr","CIH Bank","CIH 150 Av. Abdelkrim Al Khattabi, Rabat 10000 ","150 Av. Abdelkrim Al Khattabi, Rabat 10000 ","Positive"
"1358","1","53","119","1","cette banque est bonne et mauvaise mon conseil est de ne pas sen occuper",3,"Frais bancaires et gestion des comptes",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank National Rte 1 Complx. El Bachir Ii, Lot 3 Rte de Rabat, Salé 11000 ","National Rte 1 Complx. El Bachir Ii, Lot 3 Rte de Rabat, Salé 11000 ","Negative"
"1291","6","65","107","1","jai été très déçu par le service le personnel incompétent et peu disposé à aider ce qui a causé des retards importants dans le traitement de mes demandes de plus jai trouvé leur professionnalisme très faible car ils semblaient manquer de compétences de communication de base jespère que la banque prendra des mesures pour améliorer la qualité de leur service clientèle car cela est essentiel pour fidéliser les clients nouveaux clients fuyez",0,"Qualité du service et relation client",1,"2023-05-11 00:00:00","fr","Banque Marocaine pour le Commerce et l'Industrie (BMCI)","BMCI Angle rue 9 et Av. Mohamed V, Kénitra 14000 ","Angle rue 9 et Av. Mohamed V, Kénitra 14000 ","Negative"
"1292","1","45","15","1","nul de chez nul le client nest pas pris au sérieux et on sent que le conseiller na même pas envie de travailler à éviter absolument",0,"Qualité du service et relation client",1,"2024-07-27 00:00:00","fr","CIH Bank","CIH Bank P3011 Route 109 Residence Soltane Magazin, Bouskoura 27182 ","P3011 Route 109 Residence Soltane Magazin, Bouskoura 27182 ","Negative"
"1293","1","51","67","1","quand je vois le personnel habillés en costard et les montres  je pense en parallèle à lefficacité de leurs services mais hélas je suis rapidement choqué par le degré incroyable dincompétence de ces agents qui ne cessent de faire le coq avec mon respect à une toute petite minorité",0,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Kenitra Avenue Mohamed V Immeuble Hraga, Kénitra 14010 ","Avenue Mohamed V Immeuble Hraga, Kénitra 14010 ","Negative"
"1294","1","67","83","1","faible service  zéro",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank Sidi Maarouf G8GX+4P3، Av. Abou Bakr el Kadiri Route Principale 1029 Al Mostakbal,gh 4, Rdpt Al Moustakbal, Casablanca 20000 ","G8GX+4P3، Av. Abou Bakr el Kadiri Route Principale 1029 Al Mostakbal,gh 4, Rdpt Al Moustakbal, Casablanca 20000 ","Negative"
"1295","1","18","127","1","la préséance nest pas respectée à cause des rondezvous tu attend mais il vient un autre ils le servent",0,"Qualité du service et relation client",1,"2020-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Mly Abdellah 25-26, Bd Prince Moulay Abdellah, Marrakech 40000 ","25-26, Bd Prince Moulay Abdellah, Marrakech 40000 ","Negative"
"1296","1","28","23","2","bonjour cih bank
cih bank vous remercie davoir partagé votre avis
au plaisir de vous accueillir une nouvelle fois en agence",0,"Qualité du service et relation client",5,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank 47 Av. Allal Ben Abdellah, Rabat 10000 ","47 Av. Allal Ben Abdellah, Rabat 10000 ","Positive"
"1297","1","74","99","1","dans cette banque désastreuse un seul caissier était en service jai attendu 1 heure et 53 minutes pour une simple opération puis le caissier a quitté son poste pour une prière de 20 minutes laissant la salle en désordre il a ensuite traité la transaction dun client qui lui avait laissé ses documents avant même de soccuper des autres clients en attente",4,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH BANK Projet Marina, Av. de Fès, Salé 11000 ","Projet Marina, Av. de Fès, Salé 11000 ","Negative"
"1298","1","75","6","1","la pire agence que jai jamais  vu dans ma vie  mais cest pas possible aucun professionnalisme délai dattente trop long sans raison  très mauvais service malheureusement",0,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank Residence Saadane A, Hay Masrour, Av. Mohammed V, Témara 12000 ","Residence Saadane A, Hay Masrour, Av. Mohammed V, Témara 12000 ","Negative"
"1299","1","85","87","1","jattends ici pendant 1 heure et il ny a que 3 clients ici",1,"Autre sujet bancaire",1,"2021-05-27 00:00:00","fr","CIH Bank","CIH banque Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000 ","Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000 ","Negative"
"1300","1","43","125","1","nul beaucoup de monde sans système de gestion de file dattente",3,"Frais bancaires et gestion des comptes",1,"2019-05-27 00:00:00","fr","CIH Bank","CIH Bank av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad ","av. Annakhil, imm. High Tech n°3 hay Ryad, Agdal Riyad ","Negative"
"1301","1","54","104","1","je nai pas détesté notre direction service de réception 0 étoiles 0 ne travaille pas sérieusement ils ne font pas attention et ne respectent pas les clients ils ne respectent pas les horaires de travail ils essaient de perdre du temps la journée ne se termine pas et les intérêts des clients ne leur importent pas",0,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH MARRAKECH HXP4+Q56, Av. Imam Mouslim, Marrakech 40160 ","HXP4+Q56, Av. Imam Mouslim, Marrakech 40160 ","Negative"
"1302","1","59","8","2","excellent service",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank Avenue Abdelkader Essahraoui Baida Ii, Gh96-3,my, Bd Moulay Rachid, Casablanca 20000 ","Avenue Abdelkader Essahraoui Baida Ii, Gh96-3,my, Bd Moulay Rachid, Casablanca 20000 ","Positive"
"1303","1","59","8","1","il ya un grand problème dorganisation a cette bank",4,"Qualité du service et relation client",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank Avenue Abdelkader Essahraoui Baida Ii, Gh96-3,my, Bd Moulay Rachid, Casablanca 20000 ","Avenue Abdelkader Essahraoui Baida Ii, Gh96-3,my, Bd Moulay Rachid, Casablanca 20000 ","Negative"
"1304","1","7","42","1","zero en communication et services clients je ne recommande pas cette agence",4,"Qualité du service et relation client",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank Alles De La Gare, Bd Chefchaouni, Casablanca 20000 ","Alles De La Gare, Bd Chefchaouni, Casablanca 20000 ","Negative"
"1305","1","45","15","2","je serai toujours heureux avec ma famille",3,"Frais bancaires et gestion des comptes",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank P3011 Route 109 Residence Soltane Magazin, Bouskoura 27182 ","P3011 Route 109 Residence Soltane Magazin, Bouskoura 27182 ","Positive"
"1306","1","67","83","2","bonjour
cih bank vous remercie davoir partagé votre avis
au plaisir de vous accueillir une nouvelle fois en agence",0,"Qualité du service et relation client",5,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank Sidi Maarouf G8GX+4P3، Av. Abou Bakr el Kadiri Route Principale 1029 Al Mostakbal,gh 4, Rdpt Al Moustakbal, Casablanca 20000 ","G8GX+4P3، Av. Abou Bakr el Kadiri Route Principale 1029 Al Mostakbal,gh 4, Rdpt Al Moustakbal, Casablanca 20000 ","Positive"
"1307","1","106","80","2","petite banque avec un personnel serviable",1,"Autre sujet bancaire",4,"2021-05-27 00:00:00","fr","CIH Bank","CIH Bank Ave Abderrahmane Al Ghafiki, Rabat 10000 ","Ave Abderrahmane Al Ghafiki, Rabat 10000 ","Positive"
"1308","1","8","113","1","ils ne repondent jamais au tel en agence les delais dattente sont très longs ils ont pris mon dossier douverture de compte et ne mont jamais ouvert de compte ni appelé nul nul",0,"Qualité du service et relation client",1,"2021-05-27 00:00:00","fr","CIH Bank","CIH Bank Avenue Al Maghrib Al Arabi، Rue Jazirat Al Arab, Rabat 10000 ","Avenue Al Maghrib Al Arabi، Rue Jazirat Al Arab, Rabat 10000 ","Negative"
"1309","1","38","124","1","toujours 3 heures",3,"Frais bancaires et gestion des comptes",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank 796H+4X4, Kenitra ","796H+4X4, Kenitra ","Negative"
"1310","1","18","127","1","mauvais service les agents de la banque manquent de professionnalisme dans leurs relations avec le client lagent de sécurité de la banque a un mauvais niveau de parole et ne fournit pas dinformations plus le retard du service",4,"Qualité du service et relation client",1,"2022-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Mly Abdellah 25-26, Bd Prince Moulay Abdellah, Marrakech 40000 ","25-26, Bd Prince Moulay Abdellah, Marrakech 40000 ","Negative"
"1311","1","40","32","1","cette agence a des employés irrespectueux qui évitent de faire leur travail comparé à toutes les banques le cih a le pire traitement et manque de respect envers les clients",4,"Qualité du service et relation client",1,"2024-09-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Daoudiate شارع فلسطين, Marrakech 40000 ","شارع فلسطين, Marrakech 40000 ","Negative"
"1312","1","120","105","1","pas professionnel",0,"Qualité du service et relation client",1,"2024-12-27 00:00:00","fr","CIH Bank","CIH X4PF+GFR, Av. Al Massira, Rabat ","X4PF+GFR, Av. Al Massira, Rabat ","Negative"
"1313","1","85","87","1","aucun sens daccueil des clients agent aigrie et non accueillant surtout la dame au long cheveux avec des lunettes cest votre boulot de bien accueillir votre clientèle je déconseille je suis venue dans cette agence plusieurs fois pour rien",4,"Qualité du service et relation client",1,"2024-09-27 00:00:00","fr","CIH Bank","CIH banque Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000 ","Residence Amine, Bd Prince Moulay Abdellah, Marrakesh 40000 ","Negative"
"1314","1","99","12","1","mauvaise service et beaucoup de retard",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH BANK Av. Mohamed V, Salé ","Av. Mohamed V, Salé ","Negative"
"1315","1","44","101","1","je suis client depuis plusieurs années et je suis très déçu de la qualité des services de lagence cih bank de cih bank agnece brahim roudani casablanca

en effet je rencontre régulièrement des problèmes avec le personnel de cette agence le matin les conseillers sont souvent absents pour prendre leur petit déjeuner laprèsmidi ils sont souvent en pause déjeuner ce qui me contraint à attendre de longues minutes pour être servi

je suis très mécontent de cette situation qui me cause un grand désagrément je suis client de votre banque pour bénéficier de services de qualité et ce nest pas le cas dans cette agence

je vous demande donc de prendre des mesures pour résoudre ce problème je vous suggère notamment de mettre en place un planning des pauses du personnel afin que les clients puissent être servis sans interruption",0,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank",".CIH Bank, Agence Brahim Roudani Boulevard Brahim Roudani, Ennahas Ennahoui, Casablanca 20000 ","Boulevard Brahim Roudani, Ennahas Ennahoui, Casablanca 20000 ","Negative"
"1316","1","70","16","1","la pire banque nexiste pas",1,"Autre sujet bancaire",1,"2024-11-27 00:00:00","fr","CIH Bank","CIH Rue Oued Laou, Ibn Sina, Casablanca 20000 ","Rue Oued Laou, Ibn Sina, Casablanca 20000 ","Negative"
"1317","1","45","15","1","gardez votre sangfroid mauvais service",0,"Qualité du service et relation client",1,"2021-05-27 00:00:00","fr","CIH Bank","CIH Bank P3011 Route 109 Residence Soltane Magazin, Bouskoura 27182 ","P3011 Route 109 Residence Soltane Magazin, Bouskoura 27182 ","Negative"
"1318","1","81","106","2","la meilleure agence  un staff au top",0,"Qualité du service et relation client",5,"2023-05-27 00:00:00","fr","CIH Bank","CIH BANK Avenue d'Alger، Rue Kairaouan, Rabat 10000 ","Avenue d'Alger، Rue Kairaouan, Rabat 10000 ","Positive"
"1319","1","40","32","1","jai jamais vu pire
mauvais comportement du personnel toujours injoigniable
tjs nerveux nexplique rien au clients ne respecte pas",0,"Qualité du service et relation client",1,"2024-05-27 00:00:00","fr","CIH Bank","CIH Bank - Agence Daoudiate شارع فلسطين, Marrakech 40000 ","شارع فلسطين, Marrakech 40000 ","Negative"
"1320","1","104","85","1","répond jamais au téléphone",0,"Qualité du service et relation client",1,"2020-05-27 00:00:00","fr","CIH Bank","Cih Bank Marjane Residence Abbassid, Route Agouray, Meknès 50000 ","Residence Abbassid, Route Agouray, Meknès 50000 ","Negative"
"1321","1","126","11","1","bonjour
nous sommes navrés que nous nayons pas pu répondre à vos attentes 
nous vous invitons à nous contacter sur le 4747 ou sur reclamationsclientscihbankma nous ferons le nécessaire pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH BANK Av. des F.A.R, Avenue Hassan II 187, Casablanca 20000 ","Av. des F.A.R, Avenue Hassan II 187, Casablanca 20000 ","Negative"
"1322","1","30","50","1","service est nul je nai pas apprécié laccueil la dame  est vraiment impoli et pas du tout respectueuse",0,"Qualité du service et relation client",1,"2021-05-27 00:00:00","fr","CIH Bank","CIH Bank 89 Boulevard de la Résistance Lotiss, Mohammedia 28800 ","89 Boulevard de la Résistance Lotiss, Mohammedia 28800 ","Negative"
"1323","1","39","31","2","prêt immobilier et touristique face au théâtre royal et à proximité de la gare",0,"Qualité du service et relation client",2,"2021-05-27 00:00:00","fr","CIH Bank","CIH Bank, Agence Marrakech, Hassan II. 8 Av. Hassan II, Marrakech 40000 ","8 Av. Hassan II, Marrakech 40000 ","Positive"
"1324","1","8","113","1","conseillère imbu delle même jétais venu pour avoir certaines informations ça a duré 3 minutes elle na pas arrêté de dire quelle était professionnelle mais je nai pas vu  une once de professionnalisme chez elle elle na répondue a aucunes de mes questions et sest empressé de me dégager pitoyable vous devez offrir dans limmédiat une formation déthique et bien séance a vos employés",1,"Autre sujet bancaire",1,"2024-12-27 00:00:00","fr","CIH Bank","CIH Bank Avenue Al Maghrib Al Arabi، Rue Jazirat Al Arab, Rabat 10000 ","Avenue Al Maghrib Al Arabi، Rue Jazirat Al Arab, Rabat 10000 ","Negative"
"1325","1","77","27","1","mauvais service",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Banque 108 Av. 2 Mars, Casablanca 20360 ","108 Av. 2 Mars, Casablanca 20360 ","Negative"
"1326","1","105","126","3","le guichet automatique fonctionne rarement",0,"Qualité du service et relation client",2,"2019-05-27 00:00:00","fr","CIH Bank","CIH Bank MJVM+F7J, El-Hajeb ","MJVM+F7J, El-Hajeb ","Neutral"
"1327","1","49","100","1","bonjour
nous sommes navrés que nous nayons pas pu répondre à vos attentes 
nous vous invitons à nous contacter sur le 4747 ou sur reclamationsclientscihbankma nous ferons le nécessaire pour vous offrir un meilleur service",2,"Qualité du service et relation client",1,"2024-07-27 00:00:00","fr","CIH Bank","CIH BANK Bd Mohamed VI, Marrakech 40000 ","Bd Mohamed VI, Marrakech 40000 ","Negative"
"1328","1","95","60","1","il ne repond pas au telephone",0,"Qualité du service et relation client",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH Bank, Agence Bernoussi Al Amal N116, Bd Abi Dar Al Ghafari Lot Al Amal, G3, Casablanca 20000 ","N116, Bd Abi Dar Al Ghafari Lot Al Amal, G3, Casablanca 20000 ","Negative"
"1329","1","16","89","1","service toujours nulle ni système qui marche ni walo",3,"Frais bancaires et gestion des comptes",1,"2023-05-27 00:00:00","fr","CIH Bank","CIH BANK Al Bousstan II, Casablanca 20250 ","Al Bousstan II, Casablanca 20250 ","Negative"
"1330","9","92","22","2","je tiens à exprimer ma plus profonde gratitude et satisfaction envers la banque assafa et son directeur bouhadi soufiane pour leur professionnalisme exemplaire leur dévouement sans faille et leur efficacité remarquable dans laccompagnement que jai reçu dès le premier contact jai été impressionné par la bienveillance et lécoute attentive de toute léquipe qui a su répondre à mes besoins de manière personnalisée et avec une grande réactivité sous la direction éclairée de m bouhadi la banque assafa incarne véritablement lexcellence en matière de service client merci pour votre soutien et votre engagement qui ont largement dépassé mes attentes",1,"Autre sujet bancaire",5,"2024-08-21 00:00:00","fr","Bank Assafa","Bank Assafa Agadir - Rue de Marrakech Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Prés du laboratoire Tantaoui, Rue de Marrakech, Agadir 80000 ","Positive"
"1331","13","73","81","1","il ny a pas de banque à homs lagence de marrakech zirwa une absence totale de communication",1,"Autre sujet bancaire",1,"2021-05-11 00:00:00","fr","Bank As-Safa","Bank Assafa J2F5+PXG, Marrakesh 40000 ","J2F5+PXG, Marrakesh 40000 ","Negative"
"1332","6","65","107","2","viceprésident bmci",0,"Qualité du service et relation client",3,"2023-05-11 00:00:00","fr","Banque Marocaine pour le Commerce et l'Industrie (BMCI)","BMCI Angle rue 9 et Av. Mohamed V, Kénitra 14000 ","Angle rue 9 et Av. Mohamed V, Kénitra 14000 ","Positive"
